Date of event,Name of event,At approximately what time did you arrive at this event?,At approximately what time did you leave this event?,Please rate your overall satisfaction with this event.,Please elaborate on your rating above - why do you feel this way?,"If this event were to happen again in the future, what could we do to improve your experience?","Based on your impression of the event prior to attending (from marketing, communications, word of mouth, etc.) how well did the event meet your expectations?",What could we have done differently to meet your expectations?,How safe did you feel at the event?,Did you feel the event was inclusive?,What could we have done differently to make the event more inclusive?,How fun did you feel the event was?,Please provide any additional feedback you have about this event that has not been shared in your answers to previous questions.,How satisfied are you with social life at Bates overall?,Please elaborate on your rating above - why do you feel this way?,"Please provide ideas, if any, for ways to improve social life on campus, or for events or activities that you would like to attend on campus.",Class year
17-Sep-22,Bateschella,10:00 PM,11:00 PM,4 - Satisfied,"The food options were good, and there were activities everyone could participate in.",,2 - Met some of my expectations,There was not enough detail in the prior communications so it was less impressive than I previously believed.,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,Sometimes it is underwhelming but sometimes it is really fun.,"Potentially more activities that are centered towards our age. Many events are created for our age group, but some are not as applicable. ",2026
17-Sep-22,BatesChella,9:30 PM,10:00 PM,4 - Satisfied,It was fun! But not as fun as 80's - felt like a middle school carnival.,,4 - Exceeded my expectations,,5 - Very safe,Yes,,3 - Neither fun nor not fun,,1 - Highly dissatisfied,"The social life at Bates is awful and has gone down more and more each year. If we can't have gatherings off campus without the cops coming, open up the Frye Street basements and give us safe spaces to be with our friends on the weekend. ","Open up the Frye Street basements! Reduce students from going off campus where Lewiston police can get involved, keep gatherings to safe spaces where Bates staff has control and where upperclassmen don't have the upper-hand over younger students. ",2023
18-Mar-23,Lost Valley Takeover,9:00 PM,10:30 PM,4 - Satisfied,"It was nice to sit inside, tube and spend time with friends off campus",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"I think there are a variety of ways to have a social life at Bates, its just dependent on your interests and values for what you persue.",,2023
17-Sep-22,Bateschella,9:45 PM,11:30 PM,5 - Highly satisfied,The music and dancing were awesome and the mechanical unicorn was so much fun!,,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,So far I'm having a really good time! I've only been here for three weeks!,,2026
18-Sep-22,Bateschella,10:00 PM,11:45 PM,4 - Satisfied,Some artists were not that good and the songs were boring. ALTO MOON is fire,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,2 - Dissatisfied,No parties boo.,Please invite freshman,2026
17-Sep-22,Batesschella,8:45 PM,12:00am (midnight),5 - Highly satisfied,"Lots of dancing and really fun music, really gave me a sense of belonging on campus.",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,I think more people would have enjoyed this event than the amount attended. Getting sports team involvement or club involvement might get a higher attendance rate.,3 - Neither satisfied nor dissatisfied,There's not many big events on campus or many people at sports games and I wish there was more.,"Get clubs or sports team involvement, give out prizes or raffles, etc at sports games",2025
17-Sep-22,BATESCHELLA,9:00 PM,10:15 PM,3 - Neither satisfied nor dissatisfied,"It was fine, not a whole lot to do without standing in line for ages. Food was good tho","More than 1 bouncy castle, mechanical unicorn, etc. lines suck.",3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,fine but not great,,2024
29-Oct-22,Halloween dance,10:30 PM,1:00 AM,4 - Satisfied,I liked the music for the last hour but the music before that wasn't fun to dance to. I had fun though,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,thank you!,4 - Satisfied,I have friends,more dances,2026
17-Sep-22,Bateschella,9:30 PM,12:30 AM,5 - Highly satisfied,Alto Moon and the other music venues were absolute amazing. Bounce house was fun and good food,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,3 - Neither satisfied nor dissatisfied,I have been in quarantine so unfortunately have not been able to socialize as much. Finding groups like Ra├â┬¡ces Unidas and the senior dance thesis have been amazing communities. It can be overwhelming being in an environment that is a lot more male dominated,Flash mobs/ performances in garcelon field/ walk through plays,2026
17-Sep-22,Bateschella,9:00 PM,10:30 PM,3 - Neither satisfied nor dissatisfied,I think there should also be speakers near the games axe throwing and unicorn because the music was barely hearable there,More variety of food and of music,3 - Met my expectations,,4 - Safe,No,Different types of music,4 - Fun,,4 - Satisfied,A lot of activities,,2026
17-Sep-22,Bateschella,9:45 PM,11:45 PM,4 - Satisfied,The music and venue was good!,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,1am might be too late for an event to run for it to be worth it,5 - Highly satisfied,:),,2025
17-Sep-22,BATESCHELLA,12:15 AM,12:45 AM,5 - Highly satisfied,"Had a blast dancing, jumping in the bouncy house, and the other games on the field. ",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,I love the friends I made here so far.,Just keep throwing amazing events like these that we can go to and create memories at.,
17-Sep-22,Bateschella,10:00 PM,10:30 PM,4 - Satisfied,Good time!,,5 - Greatly exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,5 - Highly satisfied,its a good time,,2026
17-Sep-22,Bateschella,11:00 PM,1:00 AM,3 - Neither satisfied nor dissatisfied,Concert should├óÔé¼Ôäóve been more advertised,More known artists and investment in setting up the venue,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel as though bates could offer more social events,More concerts or dances,
17-Sep-22,Bateschella,11:15 PM,12:30 AM,3 - Neither satisfied nor dissatisfied,"The music was not so great. Nevertheless, the Poutine was very nice. ",Better music.,3 - Met my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,The population size can be both great and bad at the same time.,,2023
17-Sep-22,Bateschella,8:45 PM,11:00 PM,4 - Satisfied,"Poutine was amazing, and the games were fun, however, I didn't feel like there was enough for me to do there to make me stay till 1, or whenever it ended. But seriously, that poutine was fantastic. ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"So much of the social scene here is party/alcohol based. I don't drink, and I don't like parties. But I suppose that would put me in the same predicament regardless of what school I went to. ",,2025
17-Sep-22,Bateschella,9:45 PM,10:30 PM,1 - Highly dissatisfied,The emphasis of the event was not on music and fun but rather a bouncy house and mechanical unicorn,Relocate the music to Garc and get a DJ with some strobe lights for a better environment,2 - Met some of my expectations,Make it more fun,5 - Very safe,Yes,,1 - Very not fun,The field lights are egregiously bright and the use of space on the field was not good.,4 - Satisfied,"I enjoy my social life because I├óÔé¼Ôäóm part of a team, not because of any effort on Bates├óÔé¼Ôäós part","More music, more dancing, less bouncy houses and ax throwing",
17-Sep-22,Bateschella,9:30 PM,12:00am (midnight),4 - Satisfied,"The poutine truck was a really great touch, and the music was great.  ",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"I have a good social life here, but I know others who are bored by the social life here",,2025
17-Sep-22,Bateschella,10:15 PM,11:30 PM,4 - Satisfied,"I expected music, poutine, the unicorn riding, and all the other things promoted about Bateschella. I didn't expect it to be overwhelmingly professional or large on the scale of a real music festival, and it proved to be so, so I would say that I was satisfied and my expectations met.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,"I am satisfied by my personal social life that is fueled by my and my friends efforts to have fun together. That being said, class parties and Bates events are not very satisfactory and are definitely not the driving force behind the Bates social scene.","Animal events - dogs, cats, anything fluffy and petable. Water balloon fights, different types of tournaments (spikeball, tennis, dodgeball, etc), art events, culture sharing events, etc",2026
17-Sep-22,BatesChella,9:30 PM,10:00 PM,3 - Neither satisfied nor dissatisfied,"The food truck was cool, but I think we could've chosen something more interesting than poutine. I think there could've been better artists. Tuition is a lot plus the 300 million... I think we can get better artists. ",Put everything on the football field. Having two different spaces for music and the bouncy castle makes literally no sense. We should all be able to do everything while remaining in the same space. OR we can keep the two locations but put more things to do in the field.,2 - Met some of my expectations,I thought there would've been more things to do and better music.,4 - Safe,Yes,,3 - Neither fun nor not fun,,3 - Neither satisfied nor dissatisfied,"I think clubs should be allowed to throw events not necessarily the size of BatesChella but bigger events. Having some pizza and tables does not an event make. For example if BSU held a large event, they could bring in local Black musicians and have a food truck representative of culturally Black food (i.e. anything but poutine). Same goes for ASA or OutFront. OR have all of these clubs throw one large event with local Black, Asian, and LGBT artists for example.",,2026
17-Sep-22,Bateschella,9:00 PM,10:00 PM,4 - Satisfied,"It was a good event: music, food, and activities were all good.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"Its decent, but a big adjustment from high school.",,2026
3-Dec-22,SnowBall,10:45 PM,12:00am (midnight),3 - Neither satisfied nor dissatisfied,"The food was good, the music could have been better.",I would have had a DJ instead of a band and violinist because a DJ could play many styles of music so everyone is happy with the music.,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,"It is good, but it can sometimes be boring. Clubs and events help with social life.","There should be a talent show night: music, dance, comedy, magic tricks, etc.",2026
